iteration,somat_disease_r,somat_disease_p,somat_mechanism_r,somat_mechanism_p
1,0.15270935960591134,0.19801980198019803,0.29064039408866993,0.07920792079207921
2,0.0722495894909688,0.37623762376237624,0.23043240284619596,0.1782178217821782
3,-0.13136288998357964,0.7722772277227723,0.25725232621784344,0.15841584158415842
4,-0.08866995073891626,0.7524752475247525,0.06130268199233716,0.38613861386138615
5,-0.0005473453749315818,0.5544554455445545,0.31910235358511224,0.10891089108910891
6,0.07991242474001095,0.36633663366336633,0.378215654077723,0.039603960396039604
7,-0.004378762999452655,0.5148514851485149,0.18555008210180626,0.19801980198019803
8,0.061850027367268745,0.37623762376237624,0.17077175697865354,0.2376237623762376
9,0.021893814997263273,0.38613861386138615,0.3234811165845649,0.13861386138613863
10,0.04324028461959496,0.43564356435643564,0.150519978106185,0.26732673267326734
11,0.2769567597153804,0.06930693069306931,0.49589490968801314,0.019801980198019802
12,0.08374384236453201,0.22772277227722773,0.15818281335522713,0.31683168316831684
13,0.0120415982484948,0.48514851485148514,0.2868089764641488,0.13861386138613863
14,0.1423097974822113,0.19801980198019803,0.22769567597153803,0.13861386138613863
15,-0.09250136836343732,0.6831683168316832,0.1444991789819376,0.31683168316831684
16,-0.08538587848932677,0.693069306930693,0.30322933771209637,0.09900990099009901
17,0.03338806787082649,0.44554455445544555,0.3541324575807335,0.06930693069306931
18,0.056376573617952924,0.37623762376237624,0.3130815544608648,0.13861386138613863
19,-0.030103995621236997,0.6138613861386139,0.3251231527093596,0.15841584158415842
20,-0.13738368910782706,0.7227722772277227,0.2928297755883963,0.1782178217821782
21,0.04159824849480022,0.3564356435643564,0.3771209633278598,0.04950495049504951
22,-0.07717569786535304,0.6534653465346535,0.29556650246305416,0.1188118811881188
23,0.056376573617952924,0.37623762376237624,0.26874657909140665,0.13861386138613863
24,-0.11275314723590585,0.6435643564356436,0.058018609742747675,0.3069306930693069
25,0.054187192118226604,0.31683168316831684,0.38149972632731255,0.0594059405940594
26,-0.01532567049808429,0.49504950495049505,0.2961138478379857,0.0891089108910891
27,-0.03667214012041598,0.5544554455445545,0.2889983579638752,0.09900990099009901
28,-0.030103995621236997,0.4752475247524752,0.3519430760810071,0.12871287128712872
29,0.17296113847837985,0.09900990099009901,0.3607006020799124,0.039603960396039604
30,-0.014230979748221127,0.44554455445544555,0.30268199233716475,0.09900990099009901
31,-0.08812260536398467,0.7128712871287128,0.2846195949644226,0.13861386138613863
32,-0.0180623973727422,0.45544554455445546,0.30870279146141216,0.1188118811881188
33,0.05692391899288451,0.39603960396039606,0.3552271483305966,0.0891089108910891
34,-0.07991242474001095,0.6435643564356436,0.28407224958949095,0.19801980198019803
35,-0.0481663929939792,0.6039603960396039,0.18117131910235357,0.22772277227722773
36,-0.04050355774493705,0.5148514851485149,0.38149972632731255,0.13861386138613863
37,-0.046524356869184456,0.5346534653465347,0.32567049808429116,0.1188118811881188
38,-0.0870279146141215,0.5346534653465347,0.1434044882320744,0.2871287128712871
39,0.09140667761357417,0.3465346534653465,0.3355227148330596,0.10891089108910891
40,0.1291735084838533,0.27722772277227725,0.43349753694581283,0.039603960396039604
41,0.11001642036124794,0.19801980198019803,0.32074438970990693,0.06930693069306931
42,0.0717022441160372,0.3465346534653465,0.33169129720853857,0.13861386138613863
43,0.10673234811165844,0.31683168316831684,0.25013683634373285,0.15841584158415842
44,-0.0810071154898741,0.693069306930693,0.21893814997263272,0.18811881188118812
45,0.050355774493705534,0.43564356435643564,0.4176245210727969,0.0594059405940594
46,-0.12643678160919541,0.7524752475247525,0.14559386973180075,0.31683168316831684
47,0.021346469622331693,0.504950495049505,0.28407224958949095,0.1188118811881188
48,-0.11713191023535852,0.6732673267326733,0.06403940886699507,0.44554455445544555
49,-0.11384783798576902,0.6633663366336634,0.27805145046524354,0.21782178217821782
50,-0.09523809523809523,0.6237623762376238,0.1231527093596059,0.3069306930693069
51,-0.09195402298850575,0.6831683168316832,0.2928297755883963,0.13861386138613863
52,0.12370005473453749,0.24752475247524752,0.33114395183360695,0.04950495049504951
53,-0.14997263273125339,0.7524752475247525,0.13355227148330595,0.3069306930693069
54,-0.11548987411056376,0.801980198019802,0.2370005473453749,0.2079207920792079
55,0.03229337712096333,0.40594059405940597,0.29885057471264365,0.06930693069306931
56,-0.18500273672687464,0.8217821782178217,0.09140667761357417,0.43564356435643564
57,-0.025725232621784347,0.49504950495049505,0.11603721948549535,0.2871287128712871
58,0.05473453749315818,0.4158415841584158,0.31198686371100165,0.0594059405940594
59,-0.07608100711548987,0.6831683168316832,0.1417624521072797,0.2079207920792079
60,-0.1472359058565955,0.801980198019802,0.21893814997263272,0.13861386138613863
61,0.04926108374384236,0.3564356435643564,0.2260536398467433,0.16831683168316833
62,-0.061850027367268745,0.5742574257425742,0.23590585659551178,0.06930693069306931
63,-0.0870279146141215,0.6831683168316832,0.1839080459770115,0.15841584158415842
64,0.039956212370005476,0.38613861386138615,0.3661740558292282,0.0594059405940594
65,-0.14887794198139023,0.7920792079207921,0.08593322386425835,0.26732673267326734
66,-0.04159824849480022,0.6138613861386139,0.1417624521072797,0.2376237623762376
67,0.09304871373836891,0.3069306930693069,0.27586206896551724,0.13861386138613863
68,-0.05692391899288451,0.5742574257425742,0.050355774493705534,0.38613861386138615
69,0.062397372742200335,0.33663366336633666,0.24521072796934865,0.10891089108910891
70,-0.07060755336617405,0.6237623762376238,0.2857142857142857,0.21782178217821782
71,0.08155446086480568,0.3069306930693069,0.39792008757526,0.0594059405940594
72,-0.16803503010399565,0.8217821782178217,0.1981390257252326,0.22772277227722773
73,0.05309250136836344,0.37623762376237624,0.26053639846743293,0.13861386138613863
74,-0.13136288998357964,0.7821782178217822,0.12151067323481116,0.25742574257425743
75,0.06732348111658455,0.26732673267326734,0.37055281882868085,0.10891089108910891
76,0.0016420361247947454,0.5148514851485149,0.2260536398467433,0.1782178217821782
77,0.06841817186644773,0.26732673267326734,0.3240284619594964,0.09900990099009901
78,-0.019704433497536946,0.49504950495049505,0.2430213464696223,0.1485148514851485
79,0.013136288998357963,0.42574257425742573,0.20142309797482214,0.297029702970297
80,0.03667214012041598,0.36633663366336633,0.1423097974822113,0.19801980198019803
81,-0.16037219485495346,0.7524752475247525,0.025725232621784347,0.38613861386138615
82,0.07279693486590037,0.31683168316831684,0.19978106185002736,0.1782178217821782
83,-0.08045977011494251,0.6237623762376238,0.2348111658456486,0.22772277227722773
84,-0.06896551724137931,0.6534653465346535,0.11056376573617953,0.3069306930693069
85,-0.01751505199781062,0.46534653465346537,0.3295019157088122,0.1188118811881188
86,-0.13738368910782706,0.7128712871287128,0.2370005473453749,0.16831683168316833
87,0.08921729611384782,0.32673267326732675,0.34920634920634924,0.06930693069306931
88,0.16310892172961136,0.22772277227722773,0.34865900383141757,0.039603960396039604
89,0.15161466885604818,0.24752475247524752,0.21620142309797483,0.22772277227722773
90,0.0016420361247947454,0.46534653465346537,0.32074438970990693,0.0891089108910891
91,0.008210180623973728,0.4752475247524752,0.3513957307060755,0.12871287128712872
92,0.016420361247947456,0.4752475247524752,0.3968253968253968,0.0297029702970297
93,0.00930487137383689,0.44554455445544555,0.270935960591133,0.1485148514851485
94,-0.07389162561576354,0.6138613861386139,0.1231527093596059,0.2871287128712871
95,-0.010399562123700055,0.45544554455445546,0.3185550082101806,0.12871287128712872
96,-0.06349206349206349,0.7128712871287128,0.18773946360153257,0.22772277227722773
97,-0.03393541324575808,0.5841584158415841,0.19978106185002736,0.27722772277227725
98,0.0120415982484948,0.42574257425742573,0.18336070060207993,0.27722772277227725
99,-0.02955665024630542,0.48514851485148514,0.14559386973180075,0.297029702970297
100,0.03284072249589491,0.42574257425742573,0.3322386425834702,0.0891089108910891
101,-0.01532567049808429,0.43564356435643564,0.1384783798576902,0.36633663366336633
102,0.14066776135741652,0.19801980198019803,0.38314176245210724,0.0594059405940594
103,-0.06568144499178982,0.5742574257425742,0.18555008210180626,0.22772277227722773
104,0.01751505199781062,0.37623762376237624,0.3196496989600438,0.10891089108910891
105,0.03229337712096333,0.3069306930693069,0.2320744389709907,0.16831683168316833
106,-0.00930487137383689,0.5148514851485149,0.15325670498084293,0.24752475247524752
107,-0.010946907498631636,0.46534653465346537,0.19321291735084836,0.10891089108910891
108,-0.10727969348659004,0.7722772277227723,0.2818828680897646,0.0891089108910891
109,-0.010399562123700055,0.5247524752475248,0.27805145046524354,0.19801980198019803
110,-0.15161466885604818,0.8118811881188119,0.19047619047619047,0.3069306930693069
111,0.031198686371100168,0.33663366336633666,0.26327312534209085,0.039603960396039604
112,0.07115489874110564,0.3069306930693069,0.26491516146688554,0.12871287128712872
113,-0.06951286261631089,0.6732673267326733,0.18719211822660098,0.2376237623762376
114,-0.0717022441160372,0.6633663366336634,0.3185550082101806,0.13861386138613863
115,-0.12753147235905857,0.7425742574257426,0.02463054187192118,0.44554455445544555
116,-0.1893814997263273,0.7623762376237624,0.13081554460864805,0.32673267326732675
117,-0.09578544061302681,0.7227722772277227,0.29939792008757526,0.10891089108910891
118,0.1330049261083744,0.16831683168316833,0.2829775588396278,0.19801980198019803
119,0.06458675424192666,0.33663366336633666,0.21018062397372742,0.18811881188118812
120,-0.03557744937055282,0.5148514851485149,0.19157088122605362,0.2871287128712871
121,0.11932129173508485,0.26732673267326734,0.4395183360700602,0.009900990099009901
122,-0.23645320197044337,0.8910891089108911,-0.027914614121510674,0.5346534653465347
123,-0.11384783798576902,0.7623762376237624,0.1417624521072797,0.2376237623762376
124,0.06130268199233716,0.26732673267326734,0.30322933771209637,0.0594059405940594
125,-0.054187192118226604,0.6237623762376238,0.17515051997810618,0.25742574257425743
126,0.00875752599890531,0.37623762376237624,0.3295019157088122,0.09900990099009901
127,-0.09688013136288998,0.6732673267326733,0.22714833059660647,0.26732673267326734
128,-0.06075533661740558,0.5841584158415841,0.2983032293377121,0.15841584158415842
129,0.02736726874657909,0.40594059405940597,0.21620142309797483,0.09900990099009901
130,0.0782703886152162,0.3465346534653465,0.35851122058018614,0.10891089108910891
131,-0.04926108374384236,0.5346534653465347,0.2282430213464696,0.19801980198019803
132,-0.0071154898741105635,0.5346534653465347,0.010946907498631636,0.45544554455445546
133,0.007662835249042145,0.42574257425742573,0.1357416529830323,0.24752475247524752
134,-0.025177887246852767,0.504950495049505,0.3541324575807335,0.0891089108910891
135,-0.20853858784893267,0.8811881188118812,-0.03284072249589491,0.5346534653465347
136,0.08210180623973727,0.33663366336633666,0.24192665571975916,0.19801980198019803
137,0.07060755336617405,0.37623762376237624,0.26874657909140665,0.1485148514851485
138,-0.19594964422550626,0.8415841584158416,0.18007662835249041,0.25742574257425743
139,-0.05363984674329502,0.693069306930693,0.12862616310892172,0.2871287128712871
140,0.00875752599890531,0.40594059405940597,0.22879036672140118,0.1782178217821782
141,-0.01477832512315271,0.6039603960396039,0.30103995621237,0.13861386138613863
142,-0.0038314176245210726,0.6435643564356436,0.35030103995621237,0.10891089108910891
143,-0.03940886699507389,0.504950495049505,0.27805145046524354,0.0891089108910891
144,-0.10290093048713739,0.6633663366336634,0.15873015873015872,0.2376237623762376
145,0.0722495894909688,0.36633663366336633,0.2621784345922277,0.16831683168316833
146,-0.08757525998905309,0.7029702970297029,0.2731253420908593,0.07920792079207921
147,-0.11384783798576902,0.693069306930693,0.056376573617952924,0.3564356435643564
148,-0.16639299397920088,0.8514851485148515,0.11713191023535852,0.297029702970297
149,-0.1685823754789272,0.7920792079207921,0.24192665571975916,0.1782178217821782
150,0.05856595511767926,0.3564356435643564,0.348111658456486,0.0594059405940594
151,0.013136288998357963,0.4158415841584158,0.25889436234263824,0.13861386138613863
152,0.04542966611932129,0.504950495049505,0.29885057471264365,0.1188118811881188
153,0.09250136836343732,0.3564356435643564,0.28078817733990147,0.13861386138613863
154,-0.014230979748221127,0.46534653465346537,0.20963327859879585,0.19801980198019803
155,-0.00930487137383689,0.5247524752475248,0.2320744389709907,0.1782178217821782
156,-0.09469074986316366,0.6534653465346535,0.26327312534209085,0.1782178217821782
157,-0.0755336617405583,0.6138613861386139,0.2227695675971538,0.15841584158415842
158,0.07772304324028462,0.31683168316831684,0.33278598795840175,0.07920792079207921
159,-0.020251778872468526,0.5742574257425742,0.2857142857142857,0.1485148514851485
160,-0.010399562123700055,0.5346534653465347,0.061850027367268745,0.32673267326732675
161,-0.02353585112205802,0.5742574257425742,0.3147235905856595,0.13861386138613863
162,-0.24958949096880134,0.8514851485148515,0.1319102353585112,0.31683168316831684
163,0.12807881773399013,0.25742574257425743,0.2764094143404488,0.0891089108910891
164,0.1893814997263273,0.1188118811881188,0.18062397372742198,0.3069306930693069
165,0.08538587848932677,0.38613861386138615,0.3574165298303229,0.039603960396039604
166,-0.0016420361247947454,0.5247524752475248,0.3229337712096333,0.1188118811881188
167,0.0963327859879584,0.31683168316831684,0.45429666119321294,0.0297029702970297
168,-0.13081554460864805,0.6138613861386139,0.11603721948549535,0.27722772277227725
169,0.01477832512315271,0.45544554455445546,0.34646962233169126,0.1188118811881188
170,-0.2386425834701697,0.9207920792079208,-0.026272577996715927,0.594059405940594
171,-0.12424740010946908,0.7722772277227723,0.10016420361247948,0.36633663366336633
172,-0.0361247947454844,0.504950495049505,0.16420361247947454,0.21782178217821782
173,0.08210180623973727,0.31683168316831684,0.28735632183908044,0.1188118811881188
174,-0.022988505747126436,0.46534653465346537,0.2961138478379857,0.26732673267326734
175,-0.03229337712096333,0.5346534653465347,0.31800766283524906,0.16831683168316833
176,-0.16146688560481665,0.7821782178217822,0.19649698960043788,0.25742574257425743
177,-0.09688013136288998,0.6435643564356436,0.31143951833607003,0.07920792079207921
178,-0.06458675424192666,0.5643564356435643,0.29994526546250677,0.12871287128712872
179,-0.11056376573617953,0.6534653465346535,0.16310892172961136,0.24752475247524752
180,-0.010399562123700055,0.4752475247524752,0.28407224958949095,0.19801980198019803
181,0.04597701149425287,0.39603960396039606,0.36453201970443344,0.0297029702970297
182,0.011494252873563218,0.44554455445544555,0.30596606458675424,0.12871287128712872
183,0.08374384236453201,0.21782178217821782,0.2386425834701697,0.19801980198019803
184,-0.12370005473453749,0.7722772277227723,-0.04980842911877395,0.6435643564356436
185,-0.2370005473453749,0.8712871287128713,0.1713191023535851,0.21782178217821782
186,-0.051450465243568694,0.5742574257425742,0.3169129720853858,0.12871287128712872
187,0.027914614121510674,0.48514851485148514,0.40284619594964427,0.039603960396039604
188,0.08812260536398467,0.3069306930693069,0.47016967706622875,0.039603960396039604
189,0.00930487137383689,0.43564356435643564,0.15435139573070608,0.21782178217821782
190,-0.09031198686371099,0.6732673267326733,0.2917350848385331,0.1485148514851485
191,-0.14395183360700603,0.693069306930693,0.22495894909688013,0.19801980198019803
192,0.025177887246852767,0.3465346534653465,0.34865900383141757,0.0891089108910891
193,-0.0010946907498631637,0.4752475247524752,0.2638204707170224,0.04950495049504951
194,0.10125889436234263,0.297029702970297,0.3962780514504652,0.06930693069306931
195,-0.06732348111658455,0.6435643564356436,0.31800766283524906,0.06930693069306931
196,-0.06075533661740558,0.594059405940594,0.11603721948549535,0.3069306930693069
197,-0.1319102353585112,0.7326732673267327,0.11877394636015325,0.3564356435643564
198,0.0010946907498631637,0.49504950495049505,0.29009304871373837,0.0891089108910891
199,0.13136288998357964,0.25742574257425743,0.3984674329501916,0.039603960396039604
200,0.06622879036672139,0.3465346534653465,0.23152709359605914,0.15841584158415842
201,-0.08155446086480568,0.6039603960396039,0.18226600985221672,0.18811881188118812
202,-0.08976464148877941,0.7128712871287128,0.10563765736179528,0.38613861386138615
203,-0.021346469622331693,0.48514851485148514,0.150519978106185,0.24752475247524752
204,-0.03393541324575808,0.5742574257425742,0.35358511220580185,0.2079207920792079
205,0.05582922824302135,0.33663366336633666,0.27586206896551724,0.15841584158415842
206,0.031746031746031744,0.4752475247524752,0.20087575259989054,0.16831683168316833
207,-0.0996168582375479,0.6534653465346535,0.20580186097427478,0.21782178217821782
208,-0.10563765736179528,0.7425742574257426,0.16420361247947454,0.2871287128712871
209,0.1330049261083744,0.25742574257425743,0.30268199233716475,0.13861386138613863
210,-0.031198686371100168,0.6237623762376238,0.11603721948549535,0.31683168316831684
211,-0.019704433497536946,0.5445544554455446,0.32074438970990693,0.09900990099009901
212,-0.02079912424740011,0.48514851485148514,0.06787082649151616,0.36633663366336633
213,-0.18117131910235357,0.8118811881188119,0.11384783798576902,0.3465346534653465
214,-0.06841817186644773,0.5742574257425742,0.25944170771756975,0.15841584158415842
215,0.09359605911330049,0.2871287128712871,0.0717022441160372,0.27722772277227725
216,0.04707170224411604,0.37623762376237624,0.33278598795840175,0.0891089108910891
217,0.0421455938697318,0.4158415841584158,0.20963327859879585,0.24752475247524752
218,-0.10399562123700054,0.7326732673267327,0.23918992884510124,0.1782178217821782
219,-0.039956212370005476,0.46534653465346537,0.2222222222222222,0.22772277227722773
220,-0.0361247947454844,0.49504950495049505,0.21237000547345375,0.1485148514851485
221,-0.0717022441160372,0.6633663366336634,0.21182266009852216,0.18811881188118812
222,0.02463054187192118,0.39603960396039606,0.35905856595511765,0.07920792079207921
223,0.01532567049808429,0.45544554455445546,0.20634920634920634,0.26732673267326734
224,-0.06732348111658455,0.594059405940594,0.30979748221127534,0.16831683168316833
225,-0.06841817186644773,0.6138613861386139,0.1691297208538588,0.2376237623762376
226,0.010399562123700055,0.44554455445544555,0.14778325123152708,0.27722772277227725
227,-0.026272577996715927,0.5742574257425742,0.2140120415982485,0.2376237623762376
228,0.013136288998357963,0.504950495049505,0.21182266009852216,0.15841584158415842
229,-0.0010946907498631637,0.49504950495049505,0.3448275862068966,0.0891089108910891
230,0.07389162561576354,0.26732673267326734,0.2430213464696223,0.24752475247524752
231,-0.1598248494800219,0.7722772277227723,0.05747126436781609,0.38613861386138615
232,-0.10892172961138478,0.6534653465346535,0.15599343185550082,0.24752475247524752
233,0.0010946907498631637,0.504950495049505,0.20634920634920634,0.22772277227722773
234,0.02681992337164751,0.40594059405940597,0.33169129720853857,0.1188118811881188
235,0.10454296661193212,0.26732673267326734,0.34865900383141757,0.09900990099009901
236,0.042692939244663386,0.42574257425742573,0.23316912972085385,0.22772277227722773
237,0.07881773399014778,0.32673267326732675,0.2889983579638752,0.07920792079207921
238,0.12972085385878487,0.19801980198019803,0.31362889983579634,0.0891089108910891
239,-0.05747126436781609,0.5742574257425742,0.21893814997263272,0.22772277227722773
240,0.013136288998357963,0.49504950495049505,0.3399014778325123,0.039603960396039604
241,-0.03886152162014231,0.5247524752475248,0.2545155993431856,0.16831683168316833
242,0.0060207991242474,0.43564356435643564,0.2862616310892173,0.13861386138613863
243,-0.07717569786535304,0.6138613861386139,0.1472359058565955,0.26732673267326734
244,0.008210180623973728,0.46534653465346537,0.2616310892172961,0.09900990099009901
245,0.03776683087027915,0.36633663366336633,0.24849480021893816,0.19801980198019803
246,0.16584564860426929,0.15841584158415842,0.31253420908593316,0.12871287128712872
247,0.014230979748221127,0.39603960396039606,0.21182266009852216,0.1782178217821782
248,0.18117131910235357,0.15841584158415842,0.5172413793103449,0.009900990099009901
249,0.0629447181171319,0.3465346534653465,0.4373289545703339,0.019801980198019802
250,-0.07443897099069512,0.6633663366336634,0.09742747673782157,0.39603960396039606
251,-0.0842911877394636,0.6237623762376238,0.14778325123152708,0.25742574257425743
252,-0.0016420361247947454,0.4158415841584158,0.1330049261083744,0.27722772277227725
253,-0.034482758620689655,0.49504950495049505,0.16803503010399565,0.22772277227722773
254,0.010399562123700055,0.42574257425742573,0.3552271483305966,0.0594059405940594
255,0.047619047619047616,0.37623762376237624,0.4126984126984127,0.039603960396039604
256,0.08976464148877941,0.297029702970297,0.41817186644772847,0.04950495049504951
257,-0.08812260536398467,0.6534653465346535,0.294471811713191,0.12871287128712872
258,-0.05473453749315818,0.6336633663366337,0.28407224958949095,0.21782178217821782
259,-0.13409961685823754,0.7524752475247525,0.2348111658456486,0.1485148514851485
260,-0.09852216748768472,0.7029702970297029,0.2222222222222222,0.25742574257425743
261,0.10782703886152162,0.21782178217821782,0.3344280240831965,0.10891089108910891
262,0.015873015873015872,0.45544554455445546,0.18171866447728516,0.26732673267326734
263,0.03338806787082649,0.4752475247524752,0.2627257799671593,0.13861386138613863
264,-0.0049261083743842365,0.4752475247524752,0.31636562671045426,0.13861386138613863
265,-0.12643678160919541,0.693069306930693,0.2753147235905857,0.1782178217821782
266,0.10290093048713739,0.31683168316831684,0.378215654077723,0.0594059405940594
267,0.09140667761357417,0.33663366336633666,0.3147235905856595,0.06930693069306931
268,0.06951286261631089,0.32673267326732675,0.29775588396278047,0.12871287128712872
269,-0.019704433497536946,0.5247524752475248,0.07608100711548987,0.36633663366336633
270,0.0120415982484948,0.37623762376237624,0.3130815544608648,0.0891089108910891
271,0.03776683087027915,0.4158415841584158,0.26655719759168034,0.10891089108910891
272,0.09031198686371099,0.37623762376237624,0.37547892720306514,0.019801980198019802
273,-0.03886152162014231,0.594059405940594,0.21620142309797483,0.13861386138613863
274,-0.04707170224411604,0.5742574257425742,0.18555008210180626,0.18811881188118812
275,-0.12698412698412698,0.6831683168316832,0.2753147235905857,0.12871287128712872
276,0.03831417624521073,0.38613861386138615,0.16584564860426929,0.2079207920792079
277,-0.054187192118226604,0.5346534653465347,0.17022441160372195,0.27722772277227725
278,0.062397372742200335,0.3564356435643564,0.307608100711549,0.039603960396039604
279,0.04050355774493705,0.37623762376237624,0.10125889436234263,0.27722772277227725
280,0.0842911877394636,0.31683168316831684,0.2791461412151068,0.10891089108910891
281,0.06732348111658455,0.33663366336633666,0.03229337712096333,0.4752475247524752
282,-0.11767925561029009,0.7722772277227723,0.19211822660098524,0.1485148514851485
283,-0.05090311986863711,0.7128712871287128,0.1992337164750958,0.2376237623762376
284,-0.13738368910782706,0.7722772277227723,0.2386425834701697,0.1188118811881188
285,0.17515051997810618,0.16831683168316833,0.3711001642036125,0.039603960396039604
286,-0.12370005473453749,0.7029702970297029,0.21893814997263272,0.2079207920792079
287,0.0361247947454844,0.40594059405940597,0.28407224958949095,0.10891089108910891
288,-0.02353585112205802,0.5148514851485149,0.24849480021893816,0.1188118811881188
289,-0.09469074986316366,0.6633663366336634,0.15599343185550082,0.31683168316831684
290,0.04926108374384236,0.36633663366336633,0.2911877394636015,0.07920792079207921
291,-0.20525451559934318,0.7821782178217822,-0.019157088122605366,0.4752475247524752
292,-0.09742747673782157,0.7029702970297029,0.1592775041050903,0.2871287128712871
293,-0.03886152162014231,0.5544554455445545,0.24794745484400657,0.19801980198019803
294,0.1384783798576902,0.21782178217821782,0.3037766830870279,0.0594059405940594
295,-0.06787082649151616,0.5742574257425742,0.23043240284619596,0.19801980198019803
296,-0.06787082649151616,0.6138613861386139,0.03940886699507389,0.43564356435643564
297,0.11439518336070059,0.27722772277227725,0.3568691844553913,0.0594059405940594
298,0.17022441160372195,0.16831683168316833,0.21346469622331687,0.1782178217821782
299,0.11056376573617953,0.24752475247524752,0.3273125342090859,0.10891089108910891
300,-0.09359605911330049,0.6831683168316832,0.2824302134646962,0.15841584158415842
301,0.022441160372194853,0.4752475247524752,0.27203065134099613,0.09900990099009901
302,-0.016420361247947456,0.504950495049505,0.20415982484948003,0.15841584158415842
303,0.14668856048166393,0.2079207920792079,0.3169129720853858,0.12871287128712872
304,-0.02079912424740011,0.5841584158415841,0.19978106185002736,0.16831683168316833
305,0.1346469622331691,0.21782178217821782,0.30322933771209637,0.12871287128712872
306,0.043787629994526546,0.3564356435643564,0.24137931034482757,0.1485148514851485
307,-0.06622879036672139,0.6237623762376238,0.3196496989600438,0.12871287128712872
308,0.041050903119868636,0.36633663366336633,0.29556650246305416,0.10891089108910891
309,-0.026272577996715927,0.594059405940594,0.2791461412151068,0.15841584158415842
310,0.02681992337164751,0.4158415841584158,0.36507936507936506,0.1188118811881188
311,-0.15161466885604818,0.7920792079207921,0.12424740010946908,0.297029702970297
312,0.009852216748768473,0.44554455445544555,0.12698412698412698,0.297029702970297
313,-0.09852216748768472,0.6534653465346535,0.35905856595511765,0.04950495049504951
314,-0.2430213464696223,0.900990099009901,-0.05911330049261084,0.6138613861386139
315,0.09304871373836891,0.32673267326732675,0.21674876847290642,0.22772277227722773
316,0.007662835249042145,0.42574257425742573,0.40284619594964427,0.04950495049504951
317,0.06622879036672139,0.26732673267326734,0.2638204707170224,0.1188118811881188
318,0.0421455938697318,0.45544554455445546,0.24192665571975916,0.2079207920792079
319,-0.1023535851122058,0.6534653465346535,0.1926655719759168,0.16831683168316833
320,0.14559386973180075,0.24752475247524752,0.34537493158182814,0.04950495049504951
321,-0.14614121510673234,0.7524752475247525,0.23535851122058019,0.2079207920792079
322,-0.058018609742747675,0.6435643564356436,0.25287356321839083,0.1782178217821782
323,0.09250136836343732,0.33663366336633666,0.36179529282977557,0.039603960396039604
324,-0.0005473453749315818,0.5544554455445545,0.3278598795840175,0.07920792079207921
325,-0.0005473453749315818,0.48514851485148514,0.22112753147235906,0.10891089108910891
326,-0.0755336617405583,0.594059405940594,0.10125889436234263,0.32673267326732675
327,-0.09085933223864258,0.7326732673267327,0.04597701149425287,0.42574257425742573
328,-0.11932129173508485,0.7326732673267327,0.14942528735632182,0.24752475247524752
329,-0.10180623973727422,0.7029702970297029,0.2140120415982485,0.1782178217821782
330,0.039956212370005476,0.4158415841584158,0.29666119321291734,0.0891089108910891
331,0.0038314176245210726,0.4752475247524752,0.14778325123152708,0.22772277227722773
332,0.09523809523809523,0.33663366336633666,0.21346469622331687,0.1485148514851485
333,0.0071154898741105635,0.5247524752475248,0.27367268746579093,0.10891089108910891
